ticker,name,close,change,change_abs,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,volume,market_cap_basic,sector,industry
NYSE:T/PA,T/PA,21.0800,0.24%,0.0500,1.54%,-1.59%,4.30%,4.51%,-0.33%,-4.92%,-20.27%,-15.34%,"19,472","$176,042,502,973",Communications,Wireless Telecommunications
NYSE:T/PC,T/PC,19.8800,0.05%,0.0100,0.91%,-1.49%,3.11%,3.81%,0.40%,-5.06%,-21.42%,-20.45%,"42,590","$176,042,502,973",Communications,Wireless Telecommunications
NYSE:NEE,NEE,84.6600,1.69%,1.4100,-0.92%,17.27%,17.42%,27.01%,16.82%,0.79%,11.73%,3482.31%,"2,379,421","$174,339,722,065",Utilities,Electric Utilities
NYSE:SCHW/PJ,SCHW/PJ,19.9800,-0.05%,-0.0100,1.63%,-1.09%,3.20%,3.68%,2.30%,-8.77%,-20.24%,-20.24%,"13,233","$171,719,737,172",Finance,Investment Banks/Brokers
NYSE:SCHW/PD,SCHW/PD,25.3300,0.20%,0.0500,0.76%,-0.24%,1.85%,1.44%,0.72%,0.36%,-2.39%,0.60%,"10,262","$171,719,737,172",Finance,Investment Banks/Brokers
NYSE:SCHW,SCHW,94.5800,-0.02%,-0.0200,-0.15%,0.55%,-2.97%,17.89%,27.16%,31.54%,132.27%,26016.18%,"2,133,455","$171,683,432,787",Finance,Investment Banks/Brokers
NYSE:NEE/PT,NEE/PT,51.3600,0.92%,0.4701,0.12%,11.43%,11.97%,18.45%,12.26%,5.68%,5.68%,5.68%,"2,026","$171,436,119,324",Utilities,Electric Utilities
NYSE:NEE/PS,NEE/PS,54.1050,1.17%,0.6250,-0.21%,11.10%,10.94%,16.81%,11.10%,-1.38%,9.57%,9.57%,"2,714","$171,436,119,324",Utilities,Electric Utilities
OTC:ESLOF,ESLOF,366.4600,-0.02%,-0.0750,-0.20%,15.60%,25.50%,29.30%,49.22%,54.85%,162.77%,815.76%,250,"$169,283,654,952",Health Technology,Medical Specialties
NYSE:BA,BA,220.5000,1.25%,2.7300,4.55%,1.35%,-4.97%,24.93%,23.66%,44.49%,29.71%,7587.26%,"2,469,036","$166,732,779,394",Electronic Technology,Aerospace & Defense
OTC:SBGSF,SBGSF,295.0000,2.19%,6.3360,1.03%,7.81%,5.36%,18.31%,18.46%,10.70%,130.20%,466.00%,"3,779","$165,968,149,207",Producer Manufacturing,Electrical Products
NASDAQ:BKNG,BKNG,5084.8301,-0.17%,-8.6399,2.75%,-8.02%,-10.45%,5.31%,1.89%,18.25%,182.37%,946.26%,"81,025","$164,798,767,803",Consumer Services,Other Consumer Services
NYSE:BA/PA,BA/PA,70.5954,1.26%,0.8754,3.89%,0.45%,-4.06%,17.52%,15.84%,33.70%,33.70%,33.70%,"1,448","$164,668,468,792",Electronic Technology,Aerospace & Defense
OTC:DTEGF,DTEGF,33.6300,-0.30%,-0.1000,-5.96%,-1.23%,-9.30%,-8.84%,14.94%,10.70%,113.39%,125.70%,"20,261","$164,472,815,953",Communications,Major Telecommunications
NYSE:VZ,VZ,38.8450,1.16%,0.4450,-4.09%,-10.08%,-9.70%,-8.66%,-2.96%,-8.34%,-32.74%,380.40%,"12,923,705","$163,783,158,720",Communications,Wireless Telecommunications
NYSE:APH,APH,133.6750,-1.21%,-1.6350,5.89%,6.43%,27.56%,77.88%,90.56%,92.45%,347.82%,92388.49%,"4,582,301","$163,206,630,788",Electronic Technology,Electronic Components
NYSE:GEV,GEV,596.4955,0.23%,1.3455,0.21%,-6.80%,-5.32%,65.78%,79.24%,108.70%,418.69%,418.69%,"1,947,430","$161,841,443,121",Producer Manufacturing,Electrical Products
NYSE:TJX,TJX,142.4550,0.04%,0.0550,-0.38%,2.11%,12.38%,12.98%,17.04%,24.05%,152.54%,80382.60%,"1,083,259","$158,543,678,662",Retail Trade,Apparel/Footwear Retail
NYSE:DHR,DHR,222.5950,-0.06%,-0.1350,5.77%,18.00%,9.37%,13.20%,-3.58%,-12.79%,6.77%,37266.15%,"1,287,895","$157,229,874,696",Health Technology,Medical Specialties
NASDAQ:AMGN,AMGN,291.4676,-0.49%,-1.4224,-1.28%,2.10%,-5.55%,4.29%,11.17%,-7.30%,27.43%,84691.31%,"424,528","$156,915,052,197",Health Technology,Biotechnology
OTC:ALIZF,ALIZF,407.2600,-0.28%,-1.1300,-0.86%,-0.18%,1.97%,1.44%,30.74%,28.31%,110.33%,379.13%,15,"$156,567,786,566",Finance,Multi-Line Insurance
NASDAQ:KLAC,KLAC,1188.6200,2.56%,29.6200,8.22%,11.47%,33.20%,74.80%,87.28%,75.12%,479.39%,102699.03%,"335,396","$156,522,859,553",Electronic Technology,Semiconductors
OTC:MBFJF,MBFJF,13.8295,-7.80%,-1.1705,-7.99%,-12.97%,-5.15%,12.57%,21.87%,28.41%,229.27%,-99.69%,"245,721","$156,458,441,110",Finance,Major Banks
OTC:XIACF,XIACF,5.9300,-3.10%,-0.1900,-2.79%,-18.32%,-17.64%,-5.87%,32.07%,81.35%,79.70%,79.70%,"42,936","$154,280,297,663",Electronic Technology,Telecommunications Equipment
NASDAQ:TXN,TXN,169.3300,-1.66%,-2.8600,-3.27%,-6.82%,-8.82%,4.63%,-10.56%,-16.51%,14.09%,15511.85%,"3,106,941","$153,944,205,449",Electronic Technology,Semiconductors
NYSE:ACN,ACN,247.5700,-0.90%,-2.2400,5.64%,4.61%,-12.15%,-15.08%,-29.89%,-32.63%,8.73%,1539.54%,"928,770","$153,527,774,827",Technology Services,Information Technology Services
OTC:CILJF,CILJF,3.1450,-1.72%,-0.0550,8.45%,12.52%,10.74%,73.28%,70.00%,48.35%,29.42%,399.21%,"4,296","$152,685,982,130",Finance,Multi-Line Insurance
OTC:CIHHF,CIHHF,6.4000,-6.02%,-0.4100,7.56%,1.59%,-1.54%,18.08%,27.74%,27.49%,13.37%,233.33%,335,"$151,180,075,103",Finance,Major Banks
NYSE:BSX,BSX,101.9450,-0.43%,-0.4450,4.20%,4.26%,-3.99%,0.55%,13.25%,15.36%,175.53%,2298.71%,"2,367,051","$151,057,164,627",Health Technology,Medical Specialties
NYSE:SPGI,SPGI,491.8900,1.90%,9.1900,3.88%,-0.14%,-7.10%,2.32%,-1.59%,-1.42%,45.10%,16468.93%,"572,385","$150,174,014,792",Commercial Services,Financial Publishing/Services
OTC:UNLYF,UNLYF,61.0700,-2.92%,-1.8400,2.26%,2.92%,2.29%,-1.92%,8.10%,1.53%,-1.74%,649.33%,296,"$149,736,627,578",Consumer Non-Durables,Household/Personal Care
NASDAQ:GILD,GILD,120.3300,-0.34%,-0.4100,0.58%,5.28%,5.04%,17.19%,29.92%,37.18%,89.85%,22222.07%,"2,554,259","$149,306,289,802",Health Technology,Biotechnology
OTC:SAFRF,SAFRF,356.2180,-0.49%,-1.7560,0.98%,3.05%,8.70%,35.33%,62.90%,57.65%,227.56%,448.03%,562,"$148,454,117,384",Electronic Technology,Aerospace & Defense
NASDAQ:ADBE,ADBE,353.6500,-0.13%,-0.4700,7.90%,-0.55%,-5.01%,-2.22%,-21.02%,-27.33%,-27.29%,167555.90%,"881,989","$148,037,890,116",Technology Services,Packaged Software
NYSE:ETN,ETN,379.1800,1.82%,6.7800,1.55%,2.53%,-2.27%,32.69%,13.30%,9.91%,242.22%,24580.45%,"793,126","$147,614,766,951",Producer Manufacturing,Electrical Products
NASDAQ:PANW,PANW,217.7150,1.25%,2.6950,6.68%,7.42%,8.14%,23.36%,18.00%,20.72%,447.85%,2268.62%,"1,163,763","$147,364,953,239",Technology Services,Packaged Software
OTC:PROSF,PROSF,67.1000,-1.32%,-0.9000,,0.34%,11.83%,48.35%,68.81%,56.52%,54.42%,96.31%,"3,684","$146,783,050,969",Technology Services,Packaged Software
OTC:BCDRF,BCDRF,9.7940,-0.10%,-0.0100,3.09%,-6.28%,10.67%,35.09%,123.10%,94.71%,357.66%,11.93%,"2,326","$145,508,339,884",Finance,Major Banks
NYSE:SYK,SYK,380.2000,-0.75%,-2.8600,2.89%,1.98%,-4.43%,5.44%,4.89%,4.31%,68.23%,456130.88%,"318,218","$145,353,239,100",Health Technology,Medical Specialties
NYSE:COF,COF,223.9300,1.77%,3.8900,9.57%,-0.04%,5.88%,21.25%,24.41%,44.28%,178.24%,4098.73%,"1,505,075","$143,207,112,229",Finance,Major Banks
OTC:HTHIF,HTHIF,31.2000,6.15%,1.8075,8.81%,11.38%,0.65%,22.83%,24.80%,28.50%,350.22%,3381.21%,"2,860","$142,526,292,187",Producer Manufacturing,Industrial Machinery
NYSE:PFE,PFE,24.7550,0.34%,0.0850,2.29%,2.42%,-0.86%,8.72%,-7.46%,-14.22%,-31.15%,5663.22%,"14,587,657","$140,745,797,937",Health Technology,Pharmaceuticals: Major
NYSE:COF/PJ,COF/PJ,19.5176,0.35%,0.0676,1.50%,-2.31%,4.60%,9.59%,6.07%,-2.61%,-21.68%,-21.77%,"20,220","$140,719,389,876",Finance,Major Banks
NYSE:COF/PI,COF/PI,20.3250,0.57%,0.1150,1.12%,-2.33%,3.86%,9.39%,6.14%,-2.89%,-20.33%,-18.70%,"28,954","$140,719,389,876",Finance,Major Banks
NYSE:COF/PL,COF/PL,17.8000,0.56%,0.1000,1.71%,-3.26%,3.37%,8.14%,5.01%,-7.24%,-27.79%,-27.79%,"23,014","$140,719,389,876",Finance,Major Banks
NYSE:COF/PN,COF/PN,17.7800,0.68%,0.1200,1.60%,-2.60%,4.28%,9.62%,6.53%,-2.95%,-28.31%,-28.31%,"7,252","$140,719,389,876",Finance,Major Banks
NYSE:COF/PK,COF/PK,18.9200,0.37%,0.0700,1.56%,-2.07%,5.99%,8.80%,4.36%,-4.69%,-24.65%,-23.79%,105,"$140,719,389,876",Finance,Major Banks
OTC:BHPLF,BHPLF,27.5000,0.00%,0.0000,0.68%,5.44%,10.00%,11.17%,23.32%,-6.70%,9.06%,378.26%,"180,390","$139,635,514,570",Non-Energy Minerals,Steel
NASDAQ:HONIV,HONIV,206.0000,-1.39%,-2.9000,6.22%,6.22%,6.22%,6.22%,6.22%,6.22%,6.22%,6.22%,"14,698","$138,157,681,281",Electronic Technology,Aerospace & Defense
NYSE:TD,TD,80.8700,-0.04%,-0.0300,2.73%,2.86%,8.45%,30.33%,51.64%,42.91%,76.00%,1569.57%,"283,174","$138,061,585,076",Finance,Major Banks
OTC:PIAIF,PIAIF,7.0000,0.00%,0.0000,2.94%,-2.10%,5.74%,17.06%,33.33%,9.37%,-37.16%,360.53%,338,"$137,679,683,665",Finance,Multi-Line Insurance
NYSE:LOW,LOW,244.5692,0.29%,0.6992,0.56%,-5.31%,7.98%,10.06%,-1.49%,-9.65%,42.64%,48209.49%,"592,593","$137,160,491,974",Retail Trade,Home Improvement Chains
NASDAQ:HON,HON,215.2300,-2.47%,-5.4400,5.96%,2.83%,-4.90%,8.05%,-5.21%,0.40%,20.92%,2484.18%,"2,189,214","$136,648,782,334",Electronic Technology,Aerospace & Defense
NYSE:SPOT,SPOT,667.5000,-0.94%,-6.3600,1.14%,-6.69%,-2.06%,10.33%,48.14%,74.74%,146.87%,302.35%,"585,684","$135,313,774,715",Technology Services,Internet Software/Services
OTC:TTFNF,TTFNF,62.3900,-0.08%,-0.0500,1.45%,-1.07%,4.30%,4.47%,13.50%,-3.64%,98.44%,-59.94%,"1,020","$134,582,507,068",Energy Minerals,Integrated Oil
OTC:ABLZF,ABLZF,73.7160,-1.47%,-1.1020,-1.51%,3.44%,12.01%,42.39%,37.53%,32.24%,185.25%,2203.62%,780,"$134,240,465,557",Producer Manufacturing,Electrical Products
OTC:IBDSF,IBDSF,19.9450,-0.18%,-0.0350,0.63%,7.29%,9.92%,11.67%,42.16%,29.93%,56.32%,14.63%,"3,295","$131,691,709,743",Utilities,Electric Utilities
NASDAQ:CRWD,CRWD,523.8300,0.35%,1.8500,9.58%,8.59%,13.38%,26.32%,51.17%,73.39%,290.89%,724.93%,"1,382,689","$131,457,825,627",Technology Services,Packaged Software
NYSE:UNP,UNP,216.6500,-1.54%,-3.3900,-3.76%,-5.53%,-2.88%,1.24%,-5.80%,-5.57%,17.10%,22314.19%,"1,719,914","$128,500,209,971",Transportation,Railroads
NYSE:PGR,PGR,218.1100,-1.12%,-2.4800,-1.78%,-8.36%,-11.80%,-17.70%,-9.31%,-12.12%,130.66%,407986.52%,"1,221,119","$127,857,932,960",Finance,Multi-Line Insurance
NYSE:DE,DE,471.8900,0.53%,2.4700,2.03%,0.14%,-8.31%,1.67%,10.75%,15.38%,99.01%,21218.53%,"549,065","$127,565,747,394",Producer Manufacturing,Trucks/Construction/Farm Machinery
OTC:BYDDF,BYDDF,13.4600,-0.22%,-0.0300,-0.66%,0.00%,-19.88%,-23.09%,17.76%,9.16%,123.46%,1694.67%,"95,819","$126,892,190,216",Producer Manufacturing,Electrical Products
OTC:RYCEF,RYCEF,14.9400,1.29%,0.1900,-0.27%,-6.04%,11.83%,56.44%,107.24%,108.37%,391.45%,579.09%,"19,730","$125,693,430,198",Electronic Technology,Aerospace & Defense
OTC:RLLCF,RLLCF,0.0033,0.00%,0.0000,0.00%,-23.26%,-29.79%,-34.00%,10.00%,-10.81%,-35.29%,3200.00%,"224,054","$124,241,620,600",Electronic Technology,Aerospace & Defense
NASDAQ:HOOD,HOOD,138.9300,3.42%,4.6000,8.40%,8.95%,36.82%,184.11%,260.48%,415.51%,265.61%,265.61%,"16,108,900","$123,463,634,865",Finance,Investment Banks/Brokers
OTC:SNYNF,SNYNF,100.9660,1.16%,1.1560,2.72%,9.40%,-0.09%,-3.79%,3.07%,-1.35%,1.77%,72.30%,"150,320","$123,099,665,830",Health Technology,Pharmaceuticals: Major
OTC:DBSDF,DBSDF,43.3400,12.54%,4.8300,5.99%,9.03%,12.69%,37.15%,29.99%,39.63%,175.52%,608.36%,871,"$122,905,498,456",Finance,Major Banks
NASDAQ:CEG,CEG,390.1200,6.65%,24.3200,-0.30%,14.85%,20.97%,78.86%,72.33%,45.68%,926.63%,926.63%,"1,522,993","$121,875,660,261",Utilities,Electric Utilities
OTC:BUDFF,BUDFF,61.2400,-0.08%,-0.0500,0.38%,3.50%,-12.53%,-6.96%,21.82%,-4.68%,6.86%,-51.78%,325,"$121,489,748,251",Consumer Non-Durables,Beverages: Alcoholic
NYSE:UBS,UBS,38.0500,-0.44%,-0.1700,-0.81%,-8.97%,-0.50%,27.77%,25.37%,18.02%,203.67%,70.37%,"733,310","$121,295,493,069",Finance,Investment Managers
OTC:RTNTF,RTNTF,85.0000,0.57%,0.4779,1.72%,10.68%,8.97%,21.11%,18.93%,4.74%,33.12%,347.37%,599,"$120,401,401,270",Non-Energy Minerals,Other Metals/Minerals
NYSE:MDT,MDT,93.5500,-0.70%,-0.6600,-1.82%,-1.37%,1.72%,10.83%,16.40%,1.15%,-16.32%,29742.70%,"1,516,596","$119,995,266,002",Health Technology,Medical Specialties
OTC:PLDGP,PLDGP,56.7500,0.89%,0.5000,2.16%,2.58%,3.65%,1.79%,0.89%,-3.73%,-29.94%,26.11%,"1,379","$119,623,491,321",Finance,Real Estate Investment Trusts
OTC:FRCOF,FRCOF,380.5000,9.69%,33.6000,12.50%,26.24%,24.55%,20.06%,13.58%,15.13%,62.38%,1566.42%,1,"$119,594,001,892",Retail Trade,Apparel/Footwear Retail
OTC:CHDRF,CHDRF,662.4950,0.42%,2.7450,1.92%,15.97%,25.10%,28.57%,5.17%,4.64%,50.91%,986.93%,6,"$119,521,109,512",Consumer Non-Durables,Consumer Sundries
OTC:CFRHF,CFRHF,204.0875,-1.55%,-3.2125,1.54%,9.65%,18.98%,16.78%,30.45%,33.36%,190.81%,1144.44%,477,"$119,460,634,214",Consumer Durables,Other Consumer Specialties
OTC:RTPPF,RTPPF,69.4800,0.64%,0.4430,0.64%,9.78%,12.28%,12.98%,16.88%,8.73%,16.41%,260.94%,390,"$117,973,852,381",Non-Energy Minerals,Other Metals/Minerals
NASDAQ:ADI,ADI,237.2500,-2.48%,-6.0400,-1.87%,-3.97%,4.68%,22.96%,10.10%,3.72%,89.47%,212156.77%,"1,313,249","$116,716,425,948",Electronic Technology,Semiconductors
OTC:ZIJMF,ZIJMF,4.2900,0.00%,0.0000,2.02%,7.25%,52.13%,93.85%,138.33%,90.67%,475.84%,423.17%,230,"$115,396,994,499",Non-Energy Minerals,Precious Metals
OTC:AIQUF,AIQUF,199.6450,-0.55%,-1.0950,-0.79%,-1.90%,-0.81%,-3.05%,24.45%,8.82%,29.30%,46.94%,214,"$115,254,571,903",Process Industries,Chemicals: Specialty
NYSE:BN,BN,46.2150,1.57%,0.7150,5.78%,-2.68%,2.94%,31.29%,20.37%,27.20%,148.47%,130781.08%,"949,833","$114,382,674,207",Finance,Investment Managers
NASDAQ:ADP,ADP,281.5100,-0.01%,-0.0400,0.19%,-2.46%,-8.35%,-3.95%,-4.19%,-2.94%,87.59%,34673.77%,"331,488","$114,036,751,060",Technology Services,Packaged Software
OTC:BBVXF,BBVXF,19.7650,2.89%,0.5550,0.33%,3.48%,29.18%,40.68%,87.35%,79.68%,603.38%,84.04%,"33,281","$113,627,647,044",Finance,Major Banks
OTC:IITSF,IITSF,6.3900,-0.16%,-0.0100,1.51%,-0.31%,7.12%,20.57%,57.78%,51.98%,247.28%,99.69%,"3,546","$113,496,255,598",Finance,Major Banks
OTC:BAMGF,BAMGF,14.1813,-3.17%,-0.4648,,-3.17%,4.26%,86.84%,13.47%,109.47%,39.60%,-36.97%,300,"$112,420,823,862",Finance,Investment Managers
OTC:BROXF,BROXF,15.0000,1.59%,0.2345,1.59%,1.59%,1.59%,8.70%,7.14%,0.00%,-16.88%,-12.54%,"2,000","$112,420,823,862",Finance,Investment Managers
OTC:BTAFF,BTAFF,51.5720,0.00%,0.0020,1.12%,-2.40%,-5.42%,23.67%,42.80%,50.93%,51.15%,399.24%,"1,310","$112,321,968,255",Consumer Non-Durables,Tobacco
NYSE:LMT,LMT,484.7300,-0.68%,-3.3200,-1.17%,-0.50%,14.99%,3.14%,-0.25%,-15.07%,30.54%,1829.27%,"516,420","$112,165,451,155",Electronic Technology,Aerospace & Defense
NYSE:CB,CB,281.1100,-0.65%,-1.8300,4.91%,2.01%,3.89%,0.19%,1.29%,-4.71%,117.81%,2872.09%,"552,253","$112,075,824,762",Finance,Property/Casualty Insurance
OTC:UNCFF,UNCFF,71.5450,-1.88%,-1.3675,-2.96%,-7.83%,-0.60%,23.08%,81.26%,64.47%,783.27%,1409.39%,706,"$111,443,868,193",Finance,Major Banks
NYSE:COP,COP,88.6400,-1.60%,-1.4400,1.97%,-6.19%,-7.38%,-2.22%,-11.36%,-15.58%,174.68%,4097.12%,"2,954,854","$110,706,244,242",Energy Minerals,Oil & Gas Production
NASDAQ:DASH,DASH,257.8350,1.27%,3.2450,-2.28%,-3.13%,5.33%,37.72%,52.75%,69.97%,41.67%,41.67%,"966,312","$110,145,775,236",Transportation,Air Freight/Couriers
NASDAQ:MELI,MELI,2161.9600,0.63%,13.6400,4.85%,-13.92%,-9.92%,-1.94%,26.03%,6.05%,66.30%,9727.09%,"155,449","$109,605,703,048",Retail Trade,Internet Retail
NYSE:KKR,KKR,122.3650,1.16%,1.4050,3.91%,-16.36%,-18.73%,8.76%,-18.07%,-14.45%,226.31%,426.30%,"1,091,450","$109,020,940,578",Finance,Investment Managers
NYSE:MO,MO,64.7750,0.32%,0.2050,0.08%,0.08%,8.76%,10.26%,23.48%,29.84%,64.95%,56782.05%,"1,671,985","$108,814,938,441",Consumer Non-Durables,Tobacco
NASDAQ:VRTX,VRTX,423.1900,0.13%,0.5600,3.89%,12.09%,-10.47%,-14.08%,4.97%,-10.60%,99.44%,9304.22%,"310,385","$108,501,962,761",Health Technology,Pharmaceuticals: Major
NYSE:CCZ,CCZ,59.0000,-4.98%,-3.0921,-5.66%,-5.66%,-1.26%,-0.27%,-1.93%,-3.44%,-6.16%,-31.79%,233,"$108,181,650,037",Consumer Services,Cable/Satellite TV
NASDAQ:CMCSA,CMCSA,29.3000,0.00%,0.0000,0.00%,-7.83%,-14.18%,-12.59%,-22.49%,-29.89%,-35.46%,108030.49%,"6,663,730","$108,181,650,037",Consumer Services,Cable/Satellite TV
NYSE:KKRT,KKRT,25.6501,-0.50%,-0.1299,-1.31%,-1.61%,0.79%,2.35%,2.35%,2.35%,2.35%,2.35%,"31,128","$107,769,157,622",Finance,Investment Managers
NYSE:KKR/PD,KKR/PD,50.6700,1.14%,0.5700,4.86%,-11.29%,-14.12%,5.12%,2.26%,2.26%,2.26%,2.26%,"7,425","$107,769,157,622",Finance,Investment Managers
NYSE:HCA,HCA,458.7850,4.23%,18.6250,8.99%,12.67%,36.56%,30.99%,51.47%,13.12%,235.34%,1370.46%,"1,593,848","$107,352,708,678",Health Services,Hospital/Nursing Management
NYSE:DELL,DELL,159.4800,3.40%,5.2500,6.03%,18.13%,24.63%,68.84%,38.37%,32.23%,357.98%,637.58%,"2,675,297","$107,230,068,995",Electronic Technology,Computer Processing Hardware
NYSE:SO,SO,96.4500,0.31%,0.3000,-2.69%,3.03%,1.62%,5.93%,16.39%,2.74%,58.74%,1026.22%,"1,243,052","$106,099,569,872",Utilities,Electric Utilities
NYSE:SCCO,SCCO,130.3100,1.51%,1.9400,-1.23%,12.15%,32.97%,41.78%,45.35%,17.20%,171.40%,5048.28%,"333,913","$105,836,347,936",Non-Energy Minerals,Other Metals/Minerals
NYSE:SOJC,SOJC,23.0289,0.39%,0.0889,0.82%,-2.63%,4.68%,6.42%,4.11%,-5.07%,-14.33%,-8.10%,"4,443","$105,769,555,658",Utilities,Electric Utilities
NYSE:SOJD,SOJD,21.2069,0.41%,0.0869,1.42%,-2.81%,4.57%,2.70%,1.42%,-7.76%,-21.51%,-16.15%,"53,679","$105,769,555,658",Utilities,Electric Utilities
NYSE:SOJE,SOJE,18.7500,0.86%,0.1600,1.63%,-2.75%,5.63%,4.81%,-1.83%,-10.84%,-26.41%,-24.55%,"37,664","$105,769,555,658",Utilities,Electric Utilities
NYSE:SOJF,SOJF,25.9950,0.13%,0.0350,0.48%,-1.08%,-0.33%,0.99%,2.06%,2.06%,2.06%,2.06%,"7,536","$105,769,555,658",Utilities,Electric Utilities
OTC:SMFNF,SMFNF,27.0900,2.52%,0.6650,1.56%,-5.28%,0.52%,18.04%,15.56%,34.31%,194.99%,-96.69%,252,"$104,401,387,770",Finance,Major Banks
OTC:ZFSVF,ZFSVF,735.9240,4.67%,32.8040,1.73%,1.99%,5.84%,5.95%,23.41%,23.14%,113.78%,487.36%,2,"$104,330,951,456",Finance,Multi-Line Insurance
NYSE:CVS,CVS,81.6700,0.74%,0.6000,0.33%,6.52%,37.01%,23.99%,81.05%,44.06%,36.62%,12090.97%,"1,937,342","$103,584,218,005",Retail Trade,Drugstore Chains
OTC:SMEGF,SMEGF,121.2500,2.78%,3.2800,1.76%,5.10%,5.21%,60.01%,137.51%,203.20%,393.89%,370.57%,"8,921","$103,295,531,874",Producer Manufacturing,Electrical Products
OTC:EBBNF,EBBNF,24.4500,2.05%,0.4900,1.39%,0.62%,3.65%,10.24%,7.71%,10.23%,65.76%,40.36%,100,"$102,766,600,879",Industrial Services,Oil & Gas Pipelines
OTC:EBRGF,EBRGF,14.5187,16.08%,2.0112,,16.08%,0.68%,15.23%,10.91%,11.60%,28.26%,14.88%,400,"$102,766,600,879",Industrial Services,Oil & Gas Pipelines
OTC:EBBGF,EBBGF,24.5000,0.41%,0.1000,0.00%,-0.61%,1.24%,8.89%,3.81%,2.30%,48.85%,18.93%,"2,965","$102,766,600,879",Industrial Services,Oil & Gas Pipelines
OTC:EBGEF,EBGEF,24.7500,0.86%,0.2100,0.61%,-0.96%,1.10%,6.36%,3.12%,1.85%,58.65%,26.92%,"2,851","$102,766,600,879",Industrial Services,Oil & Gas Pipelines
OTC:ENNPF,ENNPF,17.2227,-0.09%,-0.0163,0.13%,-1.02%,-1.81%,13.16%,5.82%,7.64%,6.06%,6.06%,994,"$102,766,600,879",Industrial Services,Oil & Gas Pipelines
NYSE:ENB,ENB,46.9400,-0.51%,-0.2400,-0.66%,-5.25%,3.39%,1.38%,10.06%,14.07%,58.90%,2063.52%,"1,354,982","$102,353,362,805",Industrial Services,Oil & Gas Pipelines
NYSE:NKE,NKE,68.9800,-1.00%,-0.7000,3.53%,-2.39%,-9.13%,18.50%,-9.53%,-14.31%,-46.94%,38288.81%,"3,700,290","$101,966,346,720",Consumer Non-Durables,Apparel/Footwear
OTC:IVSBF,IVSBF,33.0000,-0.71%,-0.2360,1.69%,8.37%,8.70%,11.00%,26.63%,14.58%,-48.93%,325.81%,"1,819","$101,052,033,514",Finance,Financial Conglomerates
OTC:ESOCF,ESOCF,9.8800,-0.95%,-0.0950,-0.25%,5.36%,9.17%,15.42%,37.99%,27.32%,11.01%,2.28%,932,"$100,347,159,581",Utilities,Electric Utilities
OTC:NTDOF,NTDOF,85.9380,-1.09%,-0.9480,1.10%,-0.49%,-4.04%,5.42%,47.38%,59.17%,60.34%,966.01%,"1,196","$100,052,319,904",Consumer Durables,Recreational Products
NYSE:MCK,MCK,804.3600,1.44%,11.3900,2.96%,7.25%,12.95%,16.20%,40.43%,60.41%,418.71%,4774.91%,"154,954","$100,049,825,679",Distribution Services,Medical Distributors
NYSE:DUK,DUK,128.1200,0.68%,0.8600,-0.04%,4.16%,7.05%,6.09%,18.10%,6.06%,36.30%,684.92%,"700,412","$99,629,246,293",Utilities,Electric Utilities
OTC:ENBMF,ENBMF,15.0000,-7.30%,-1.1812,,-7.30%,5.85%,12.70%,7.60%,-11.76%,13.90%,13.90%,"1,250","$99,312,262,188",Industrial Services,Oil & Gas Pipelines
NYSE:DUKB,DUKB,24.7000,0.24%,0.0600,0.57%,-1.37%,3.35%,0.57%,4.00%,-1.12%,-11.60%,-0.40%,"4,543","$98,960,489,255",Utilities,Electric Utilities
NYSE:DUK/PA,DUK/PA,25.1700,0.04%,0.0100,0.28%,0.04%,1.74%,0.80%,2.44%,-0.28%,-11.09%,0.08%,"17,577","$98,960,489,255",Utilities,Electric Utilities
OTC:MHVYF,MHVYF,29.1700,-2.71%,-0.8125,3.72%,15.52%,20.39%,61.61%,104.56%,99.11%,1260.54%,11521.51%,"8,011","$98,065,537,670",Electronic Technology,Aerospace & Defense
NASDAQ:SBUX,SBUX,86.0400,0.70%,0.6000,2.12%,0.54%,-7.88%,2.88%,-6.02%,-11.93%,-4.19%,26121.71%,"2,080,399","$97,801,666,593",Consumer Services,Restaurants
NYSE:PH,PH,770.4400,0.55%,4.2400,6.20%,1.26%,5.33%,28.62%,20.36%,22.31%,238.70%,22644.24%,"169,222","$97,494,612,827",Producer Manufacturing,Industrial Machinery
OTC:IVSXF,IVSXF,31.7800,0.10%,0.0305,,4.49%,2.58%,15.27%,18.98%,12.42%,-49.95%,335.34%,"3,219","$97,393,899,027",Finance,Financial Conglomerates
NASDAQ:CME,CME,269.4950,0.22%,0.5950,2.28%,2.80%,-3.03%,2.46%,15.92%,18.84%,63.64%,3355.06%,"498,806","$97,120,655,125",Finance,Investment Banks/Brokers
OTC:AXAHF,AXAHF,45.4500,-0.92%,-0.4200,-3.05%,-3.99%,-7.83%,-0.84%,28.94%,18.05%,163.40%,184.28%,517,"$97,074,440,915",Finance,Multi-Line Insurance
OTC:KYCCF,KYCCF,399.1750,-2.01%,-8.1850,7.55%,9.06%,1.06%,-9.84%,-8.24%,-6.08%,-14.71%,280.17%,"1,068","$96,810,438,258",Electronic Technology,Electronic Equipment/Instruments
NYSE:RACE,RACE,409.3200,1.61%,6.4700,4.15%,-14.64%,-20.36%,-10.68%,-2.76%,-15.60%,114.85%,582.20%,"433,378","$96,773,088,895",Consumer Durables,Motor Vehicles
